id,سال میلادی,ماه میلادی عدد ,نام ماه میلادی,روز میلادی عدد ,نام روز میلادی ,سال قمری,ماه قمری عدد,نام ماه قمری,روز قمری,روز عربی ,سال شمسی,ماه شمسی,نام ماه شمسی,روز شمسی عدد,روز شمسی,تعطیل,مناسبت
444,2021,6,Jun,6,Sunday,1442,10,شوال,25,الأحد,1400,3,خرداد,16,یکشنبه,,شهادت امام جعفر صادق (ع) (۱۴۸ هـ ق)
445,2021,6,Jun,7,Monday,1442,10,شوال,26,الأثنين,1400,3,خرداد,17,دوشنبه,,
446,2021,6,Jun,8,Tuesday,1442,10,شوال,27,الثلاثاء,1400,3,خرداد,18,سه شنبه,,
447,2021,6,Jun,9,Wednesday,1442,10,شوال,28,الأربعاء,1400,3,خرداد,19,چهار شنبه,,
448,2021,6,Jun,10,Thursday,1442,10,شوال,29,الخميس,1400,3,خرداد,20,پنج شنبه,,روز صنایع دستی - شهادت آیت الله سعیدی (۱۳۴۹ هـ ش)
449,2021,6,Jun,11,Friday,1442,10,شوال,30,الجمعه,1400,3,خرداد,21,جمعه,تعطیل,
450,2021,6,Jun,12,Saturday,1442,11,ذیقعده,1,السبت,1400,3,خرداد,22,شنبه,,ولادت حضرت معصومه (س) (۱۷۳ هـ ق) - روز دختران
451,2021,6,Jun,13,Sunday,1442,11,ذیقعده,2,الأحد,1400,3,خرداد,23,یکشنبه,,
452,2021,6,Jun,14,Monday,1442,11,ذیقعده,3,الأثنين,1400,3,خرداد,24,دوشنبه,,
453,2021,6,Jun,15,Tuesday,1442,11,ذیقعده,4,الثلاثاء,1400,3,خرداد,25,سه شنبه,,
454,2021,6,Jun,16,Wednesday,1442,11,ذیقعده,5,الأربعاء,1400,3,خرداد,26,چهار شنبه,,شهادت سربازان دلیر اسلام بخارایی، امانی، صفار هرندی و نیک نژاد (۱۳۴۴ هـ ش) - روز بزرگداشت حضرت صالح بن موسی کاظم (ع) - روز تجلیل از امامزادگان و بقاع متبرکه
455,2021,6,Jun,17,Thursday,1442,11,ذیقعده,6,الخميس,1400,3,خرداد,27,پنج شنبه,,روز جهاد کشاورزی - تشکیل جهاد سازندگی به فرمان حضرت امام خمینی (۱۳۵۸ ‫هـ‬ ش) - روز جهانی بیابانزدایی - روز بزرگداشت حضرت احمد بن موسی شاهچراغ (ع)
456,2021,6,Jun,18,Friday,1442,11,ذیقعده,7,الجمعه,1400,3,خرداد,28,جمعه,تعطیل,
457,2021,6,Jun,19,Saturday,1442,11,ذیقعده,8,السبت,1400,3,خرداد,29,شنبه,,درگذشت دکتر علی شریعتی (۱۳۵۶ هـ ش)
458,2021,6,Jun,20,Sunday,1442,11,ذیقعده,9,الأحد,1400,3,خرداد,30,یکشنبه,,شهادت ‫زائران‬ حرم رضوی علیه السلام به دست ایادی امریکا (عاشورا ۱۳۷۳ ‫هـ‬ ش) - روز عرفه
459,2021,6,Jun,21,Monday,1442,11,ذیقعده,10,الأثنين,1400,3,خرداد,31,دوشنبه,,شهادت دکتر مصطفی چمران (۱۳۶۰ هـ ش) - روز بسیج استادان
460,2021,6,Jun,22,Tuesday,1442,11,ذیقعده,11,الثلاثاء,1400,4,تیر,1,سه شنبه,,روز تبلیغ و اطلاع رسانی دینی - سالروز تاسیس سازمان تبلیغات اسلامی (۱۳۶۰ هـ ش) - روز اصناف - ولادت حضرت امام رضا علی السلام (۱۴۸ ‫هـ ق)
461,2021,6,Jun,23,Wednesday,1442,11,ذیقعده,12,الأربعاء,1400,4,تیر,2,چهار شنبه,,
462,2021,6,Jun,24,Thursday,1442,11,ذیقعده,13,الخميس,1400,4,تیر,3,پنج شنبه,,
463,2021,6,Jun,25,Friday,1442,11,ذیقعده,14,الجمعه,1400,4,تیر,4,جمعه,تعطیل,
464,2021,6,Jun,26,Saturday,1442,11,ذیقعده,15,السبت,1400,4,تیر,5,شنبه,,روز جهانی مبارزه با مواد مخدر
465,2021,6,Jun,27,Sunday,1442,11,ذیقعده,16,الأحد,1400,4,تیر,6,یکشنبه,,
466,2021,6,Jun,28,Monday,1442,11,ذیقعده,17,الأثنين,1400,4,تیر,7,دوشنبه,,شهادت آیت الله دکتر بهشتی (۱۳۶۰ هـ ش) - روز قوه قضاییه
467,2021,6,Jun,29,Tuesday,1442,11,ذیقعده,18,الثلاثاء,1400,4,تیر,8,سه شنبه,,روز مبارزه با سلاحهای شیمیایی و میکروبی
468,2021,6,Jun,30,Wednesday,1442,11,ذیقعده,19,الأربعاء,1400,4,تیر,9,چهار شنبه,,
469,2021,7,Jul,1,Thursday,1442,11,ذیقعده,20,الخميس,1400,4,تیر,10,پنج شنبه,,روز فرهنگ پهلوانی و ورزش زورخانه ای - روز صنعت و معدن - روز آزادسازی شهر مهران - روز بزرگداشت صائب تبریزی
470,2021,7,Jul,2,Friday,1442,11,ذیقعده,21,الجمعه,1400,4,تیر,11,جمعه,تعطیل,شهادت آیت الله صدوقی (۱۳۶۱ هـ ش)
471,2021,7,Jul,3,Saturday,1442,11,ذیقعده,22,السبت,1400,4,تیر,12,شنبه,,حمله ناوگان آمریکا به هواپیمای مسافربری جمهوری اسلامی ایران (۱۳۶۷ هـ ش) - روز افشای حقوق بشر آمریکایی - روز بزرگداشت علامه امینی (۱۳۴۹ هـ ش)
472,2021,7,Jul,4,Sunday,1442,11,ذیقعده,23,الأحد,1400,4,تیر,13,یکشنبه,,
473,2021,7,Jul,5,Monday,1442,11,ذیقعده,24,الأثنين,1400,4,تیر,14,دوشنبه,,روز قلم - روز شهرداری و دهیاری
474,2021,7,Jul,6,Tuesday,1442,11,ذیقعده,25,الثلاثاء,1400,4,تیر,15,سه شنبه,,
475,2021,7,Jul,7,Wednesday,1442,11,ذیقعده,26,الأربعاء,1400,4,تیر,16,چهار شنبه,,روز مالیات
476,2021,7,Jul,8,Thursday,1442,11,ذیقعده,27,الخميس,1400,4,تیر,17,پنج شنبه,,
477,2021,7,Jul,9,Friday,1442,11,ذیقعده,28,الجمعه,1400,4,تیر,18,جمعه,تعطیل,روز ادبیات کودکان و نوجوانان - کشف توطئه آمریکایی در پایگاه هوایی شهید نوژه (کودتای نافرجام نقاب - ۱۳۵۹ هـ ش)
478,2021,7,Jul,10,Saturday,1442,11,ذیقعده,29,السبت,1400,4,تیر,19,شنبه,,شهادت امام محمد تقی (ع) (۲۲۰ هـ ق)
479,2021,7,Jul,11,Sunday,1442,11,ذیقعده,30,الأحد,1400,4,تیر,20,یکشنبه,,
480,2021,7,Jul,12,Monday,1442,12,ذیحجه,1,الأثنين,1400,4,تیر,21,دوشنبه,,روز عفاف و حجاب - حمله به مسجد گوهرشاد و کشتار مردم به دست رضاخان(۱۳۱۴ ‫هـ‬ ش)
481,2021,7,Jul,13,Tuesday,1442,12,ذیحجه,2,الثلاثاء,1400,4,تیر,22,سه شنبه,,
482,2021,7,Jul,14,Wednesday,1442,12,ذیحجه,3,الأربعاء,1400,4,تیر,23,چهار شنبه,,گشایش نخستین مجلس خبرگان رهبری (۱۳۶۲ هـ ش)
483,2021,7,Jul,15,Thursday,1442,12,ذیحجه,4,الخميس,1400,4,تیر,24,پنج شنبه,,
484,2021,7,Jul,16,Friday,1442,12,ذیحجه,5,الجمعه,1400,4,تیر,25,جمعه,تعطیل,روز بهزیستی و تأمین اجتماعی
485,2021,7,Jul,17,Saturday,1442,12,ذیحجه,6,السبت,1400,4,تیر,26,شنبه,,سالروز تأسیس نهاد شورای نگهبان - شهادت زائران خانه خدا به دست مأموران آل سعود (۱۳۶۶ ‫هـ‬ ش)
486,2021,7,Jul,18,Sunday,1442,12,ذیحجه,7,الأحد,1400,4,تیر,27,یکشنبه,,اعلام پذیرش قطعنامه ۵۹۸ شورای امنیت از سوی ایران (۱۳۶۷ هـ ش) - شهادت امام محمد باقر (ع) (۱۱۴ هـ ق)
487,2021,7,Jul,19,Monday,1442,12,ذیحجه,8,الأثنين,1400,4,تیر,28,دوشنبه,,
488,2021,7,Jul,20,Tuesday,1442,12,ذیحجه,9,الثلاثاء,1400,4,تیر,29,سه شنبه,,
489,2021,7,Jul,21,Wednesday,1442,12,ذیحجه,10,الأربعاء,1400,4,تیر,30,چهار شنبه,,عید سعید قربان - روز بزرگداشت آیت الله سید ابوالقاسم کاشانی
490,2021,7,Jul,22,Thursday,1442,12,ذیحجه,11,الخميس,1400,4,تیر,31,پنج شنبه,تعطیل,
491,2021,7,Jul,23,Friday,1443,1,ذیحجه,12,الجمعه,1400,5,مرداد,1,جمعه,تعطیل,
492,2021,7,Jul,24,Saturday,1443,1,ذیحجه,13,السبت,1400,5,مرداد,2,شنبه,,
493,2021,7,Jul,25,Sunday,1443,1,ذیحجه,14,الأحد,1400,5,مرداد,3,یکشنبه,,
494,2021,7,Jul,26,Monday,1443,1,ذیحجه,15,الأثنين,1400,5,مرداد,4,دوشنبه,,ولادت امام علی النقی الهادی (ع) (۲۱۲ هـ ق)
495,2021,7,Jul,27,Tuesday,1443,1,ذیحجه,16,الثلاثاء,1400,5,مرداد,5,سه شنبه,,سالروز عملیات افتخار آفرین مرصاد (۱۳۶۷ هـ ش)
496,2021,7,Jul,28,Wednesday,1443,1,ذیحجه,17,الأربعاء,1400,5,مرداد,6,چهار شنبه,,روز کارآفرینی و آموزشهای فنی و حرفه ای
497,2021,7,Jul,29,Thursday,1443,1,ذیحجه,18,الخميس,1400,5,مرداد,7,پنج شنبه,تعطیل,عید سعید غدیر خم (۱۰ هـ ق)
498,2021,7,Jul,30,Friday,1443,1,ذیحجه,19,الجمعه,1400,5,مرداد,8,جمعه,تعطیل,روز بزرگداشت شیخ شهاب الدین سهروردی (شیخ اشراق)
499,2021,7,Jul,31,Saturday,1443,1,ذیحجه,20,السبت,1400,5,مرداد,9,شنبه,,روز اهدای خون - ولادت امام موسی کاظم (ع) (۱۲۸ هـ ق)
500,2021,8,Aug,1,Sunday,1443,1,ذیحجه,21,الأحد,1400,5,مرداد,10,یکشنبه,,روز جهانی شیر مادر
501,2021,8,Aug,2,Monday,1443,1,ذیحجه,22,الأثنين,1400,5,مرداد,11,دوشنبه,,شهادت آیت الله شیخ فضل الله نوری (۱۲۸۸ هـ ش)
502,2021,8,Aug,3,Tuesday,1443,1,ذیحجه,23,الثلاثاء,1400,5,مرداد,12,سه شنبه,,روز مباهله پیامبر اسلام (ص) (۱۰ هـ ق)
503,2021,8,Aug,4,Wednesday,1443,1,ذیحجه,24,الأربعاء,1400,5,مرداد,13,چهار شنبه,,
504,2021,8,Aug,5,Thursday,1443,1,ذیحجه,25,الخميس,1400,5,مرداد,14,پنج شنبه,,صدور فرمان مشروطیت (۱۲۸۵ هـ ش) - روز حقوق بشر اسلامی و کرامت انسانی
505,2021,8,Aug,6,Friday,1443,1,ذیحجه,26,الجمعه,1400,5,مرداد,15,جمعه,تعطیل,سالروز شهادت امیر سرلشکر خلبان عباس بابایی - انفجار بمب اتمی آمریکا در هیروشیما (۱۹۴۵ میلادی)
506,2021,8,Aug,7,Saturday,1443,1,ذیحجه,27,السبت,1400,5,مرداد,16,شنبه,,تشکیل جهاد دانشگاهی (۱۳۵۹ هـ ش)
507,2021,8,Aug,8,Sunday,1443,1,ذیحجه,28,الأحد,1400,5,مرداد,17,یکشنبه,,روز خبرنگار
508,2021,8,Aug,9,Monday,1443,1,ذیحجه,29,الأثنين,1400,5,مرداد,18,دوشنبه,,
509,2021,8,Aug,10,Tuesday,1443,1,محرم,1,الثلاثاء,1400,5,مرداد,19,سه شنبه,,آغاز سال نو هجری قمری
510,2021,8,Aug,11,Wednesday,1443,1,محرم,2,الأربعاء,1400,5,مرداد,20,چهار شنبه,,
511,2021,8,Aug,12,Thursday,1443,1,محرم,3,الخميس,1400,5,مرداد,21,پنج شنبه,,روز حمایت از صنایع کوچک
512,2021,8,Aug,13,Friday,1443,1,محرم,4,الجمعه,1400,5,مرداد,22,جمعه,تعطیل,
513,2021,8,Aug,14,Saturday,1443,1,محرم,5,السبت,1400,5,مرداد,23,شنبه,,روز مقاومت اسلامی
514,2021,8,Aug,15,Sunday,1443,1,محرم,6,الأحد,1400,5,مرداد,24,یکشنبه,,
515,2021,8,Aug,16,Monday,1443,1,محرم,7,الأثنين,1400,5,مرداد,25,دوشنبه,,
516,2021,8,Aug,17,Tuesday,1443,1,محرم,8,الثلاثاء,1400,5,مرداد,26,سه شنبه,,آغاز بازگشت آزادگان به میهن اسلامی (۱۳۶۹ هـ ش)
517,2021,8,Aug,18,Wednesday,1443,1,محرم,9,الأربعاء,1400,5,مرداد,27,چهار شنبه,تعطیل,تاسوعای حسینی
518,2021,8,Aug,19,Thursday,1443,1,محرم,10,الخميس,1400,5,مرداد,28,پنج شنبه,تعطیل,عاشورای حسینی - کودتای آمریکا برای بازگرداندن شاه (۱۳۳۲ هـ ش) - گشایش مجلس خبرگان برای بررسی نهایی قانون اساسی جمهوری اسلامی ایران (۱۳۵۸ هـ ش)
519,2021,8,Aug,20,Friday,1443,1,محرم,11,الجمعه,1400,5,مرداد,29,جمعه,تعطیل,روز تجلیل از اسرا و مفقودان
520,2021,8,Aug,21,Saturday,1443,1,محرم,12,السبت,1400,5,مرداد,30,شنبه,,روز بزرگداشت علامه مجلسی - روز جهانی مسجد - شهادت امام زین العابدین (ع) (۹۵ هـ ق)
521,2021,8,Aug,22,Sunday,1443,1,محرم,13,الأحد,1400,5,مرداد,31,یکشنبه,,روز صنعت دفاعی
522,2021,8,Aug,23,Monday,1443,1,محرم,14,الأثنين,1400,6,شهریور,1,دوشنبه,,روز بزرگداشت ابوعلی سینا - روز پزشک
523,2021,8,Aug,24,Tuesday,1443,1,محرم,15,الثلاثاء,1400,6,شهریور,2,سه شنبه,,آغاز هفته دولت شهادت سید علی اندرزگو (۱۹ رمضان - ۱۳۵۷ هـ ش)
524,2021,8,Aug,25,Wednesday,1443,1,محرم,16,الأربعاء,1400,6,شهریور,3,چهار شنبه,,اشغال ایران به توسط متفقین و فرار رضاخان (۱۳۲۰ هـ ش)
525,2021,8,Aug,26,Thursday,1443,1,محرم,17,الخميس,1400,6,شهریور,4,پنج شنبه,,روز کارمند
526,2021,8,Aug,27,Friday,1443,1,محرم,18,الجمعه,1400,6,شهریور,5,جمعه,تعطیل,روز بزرگداشت محمدبن زکریای رازی - روز داروسازی - روز کشتی
527,2021,8,Aug,28,Saturday,1443,1,محرم,19,السبت,1400,6,شهریور,6,شنبه,,
528,2021,8,Aug,29,Sunday,1443,1,محرم,20,الأحد,1400,6,شهریور,7,یکشنبه,,
529,2021,8,Aug,30,Monday,1443,1,محرم,21,الأثنين,1400,6,شهریور,8,دوشنبه,,روز مبارزه با تروریسم - انفجار دفتر نخست وزیری به دست منافقان و شهادت شهیدان رجایی و باهنر (۱۳۶۰ هـ ش)
530,2021,8,Aug,31,Tuesday,1443,1,محرم,22,الثلاثاء,1400,6,شهریور,9,سه شنبه,,
531,2021,9,Sep,1,Wednesday,1443,1,محرم,23,الأربعاء,1400,6,شهریور,10,چهار شنبه,,روز بانکداری اسلامی - سالروز تصویب قانون عملیات بانکی بدون ربا (۱۳۶۲ هـ ش) - روز تشکیل قرارگاه پدافند هوایی خاتم الانبیا
532,2021,9,Sep,2,Thursday,1443,1,محرم,24,الخميس,1400,6,شهریور,11,پنج شنبه,,روز صنعت چاپ
533,2021,9,Sep,3,Friday,1443,1,محرم,25,الجمعه,1400,6,شهریور,12,جمعه,تعطیل,روز مبارزه با استعمار انگلیس - سالروز شهادت رئیسعلی دلواری - روز بهورز - شهادت امام زین العابدین (ع) ( ۹۵ هـ ق) به روایتی
534,2021,9,Sep,4,Saturday,1443,1,محرم,26,السبت,1400,6,شهریور,13,شنبه,,روز تعاون - روز بزرگداشت ابوریحان بیرونی - روز مردم شناسی
535,2021,9,Sep,5,Sunday,1443,1,محرم,27,الأحد,1400,6,شهریور,14,یکشنبه,,شهادت آیت الله قدوسی و سرتیپ وحید دستجردی (۱۳۶۰ هـ ش)
536,2021,9,Sep,6,Monday,1443,1,محرم,28,الأثنين,1400,6,شهریور,15,دوشنبه,,روز خانواده و تکریم بازنشستگان
537,2021,9,Sep,7,Tuesday,1443,1,محرم,29,الثلاثاء,1400,6,شهریور,16,سه شنبه,,
538,2021,9,Sep,8,Wednesday,1443,2,صفر,1,الأربعاء,1400,6,شهریور,17,چهار شنبه,,قیام ۱۷ شهریور (۱۳۵۷ هـ ش)
539,2021,9,Sep,9,Thursday,1443,2,صفر,2,الخميس,1400,6,شهریور,18,پنج شنبه,,
540,2021,9,Sep,10,Friday,1443,2,صفر,3,الجمعه,1400,6,شهریور,19,جمعه,تعطیل,وفات آیت الله سید محمود طالقانی اولین امام جمعه تهران (۱۳۵۸ هـ ش) - ولادت امام محمدباقر (ع) (۵۷ هـ ق) به روایتی
541,2021,9,Sep,11,Saturday,1443,2,صفر,4,السبت,1400,6,شهریور,20,شنبه,,شهادت آیت الله مدنی به دست منافقان (۱۳۶۰ هـ ش)
542,2021,9,Sep,12,Sunday,1443,2,صفر,5,الأحد,1400,6,شهریور,21,یکشنبه,,روز سینما
543,2021,9,Sep,13,Monday,1443,2,صفر,6,الأثنين,1400,6,شهریور,22,دوشنبه,,
544,2021,9,Sep,14,Tuesday,1443,2,صفر,7,الثلاثاء,1400,6,شهریور,23,سه شنبه,,شهادت امام حسن مجتبی (ع) (۵۰ هـ ق) به روایتی - روز بزرگداشت سلمان فارسی
545,2021,9,Sep,15,Wednesday,1443,2,صفر,8,الأربعاء,1400,6,شهریور,24,چهار شنبه,,
546,2021,9,Sep,16,Thursday,1443,2,صفر,9,الخميس,1400,6,شهریور,25,پنج شنبه,,
547,2021,9,Sep,17,Friday,1443,2,صفر,10,الجمعه,1400,6,شهریور,26,جمعه,تعطیل,
548,2021,9,Sep,18,Saturday,1443,2,صفر,11,السبت,1400,6,شهریور,27,شنبه,,روز شعر و ادب فارسی - روز بزرگداشت استاد سید محمد حسین شهریار
549,2021,9,Sep,19,Sunday,1443,2,صفر,12,الأحد,1400,6,شهریور,28,یکشنبه,,
550,2021,9,Sep,20,Monday,1443,2,صفر,13,الأثنين,1400,6,شهریور,29,دوشنبه,,
551,2021,9,Sep,21,Tuesday,1443,2,صفر,14,الثلاثاء,1400,6,شهریور,30,سه شنبه,,
552,2021,9,Sep,22,Wednesday,1443,2,صفر,15,الأربعاء,1400,6,شهریور,31,چهار شنبه,,آغاز جنگ تحمیلی (۱۳۵۹ هـ ش) - آغاز هفته دفاع مقدس
553,2021,9,Sep,23,Thursday,1443,2,صفر,16,الخميس,1400,7,مهر,1,پنج شنبه,,
554,2021,9,Sep,24,Friday,1443,2,صفر,17,الجمعه,1400,7,مهر,2,جمعه,تعطیل,
555,2021,9,Sep,25,Saturday,1443,2,صفر,18,السبت,1400,7,مهر,3,شنبه,,
556,2021,9,Sep,26,Sunday,1443,2,صفر,19,الأحد,1400,7,مهر,4,یکشنبه,,
557,2021,9,Sep,27,Monday,1443,2,صفر,20,الأثنين,1400,7,مهر,5,دوشنبه,تعطیل,اربعین حسینی - شکست حصر آبادان در عملیات ثامن الائمه (ع) (۱۳۶۰ هـ ش) - روز جهانی جهانگردی
558,2021,9,Sep,28,Tuesday,1443,2,صفر,21,الثلاثاء,1400,7,مهر,6,سه شنبه,,
559,2021,9,Sep,29,Wednesday,1443,2,صفر,22,الأربعاء,1400,7,مهر,7,چهار شنبه,,روز بزرگداشت فرماندهان شهید دفاع مقدس - شهادت سرداران اسلام: فلاحی، فکوری، نامجو، کلاهدوز و جهان آرا (۱۳۶۰ هـ ش) - روز آتشنشانی و ایمنی - روز بزرگداشت شمس
560,2021,9,Sep,30,Thursday,1443,2,صفر,23,الخميس,1400,7,مهر,8,پنج شنبه,,روز بزرگداشت مولوی - روز جهانی دریانوردی - روز جهانی ناشنوایان
561,2021,10,Oct,1,Friday,1443,2,صفر,24,الجمعه,1400,7,مهر,9,جمعه,تعطیل,روز همبستگی و همدردی با کودکان و نوجوانان فلسطینی - روز جهانی سالمندان
562,2021,10,Oct,2,Saturday,1443,2,صفر,25,السبت,1400,7,مهر,10,شنبه,,
563,2021,10,Oct,3,Sunday,1443,2,صفر,26,الأحد,1400,7,مهر,11,یکشنبه,,
564,2021,10,Oct,4,Monday,1443,2,صفر,27,الأثنين,1400,7,مهر,12,دوشنبه,,روز وقف
565,2021,10,Oct,5,Tuesday,1443,2,صفر,28,الثلاثاء,1400,7,مهر,13,سه شنبه,تعطیل,رحلت حضرت رسول اکرم (ص) (۱۱ هـ ق) - شهادت امام حسن مجتبی (ع) (۵۰ هـ ق) - هجرت امام خمینی از عراق به پاریس (۱۳۵۷ هـ ش) - روز نیروی انتظامی
566,2021,10,Oct,6,Wednesday,1443,2,صفر,29,الأربعاء,1400,7,مهر,14,چهار شنبه,,روز دامپزشکی
567,2021,10,Oct,7,Thursday,1443,2,صفر,30,الخميس,1400,7,مهر,15,پنج شنبه,تعطیل,شهادت امام رضا (ع) (۲۰۳ هـ ق) - روز روستا و عشایر
568,2021,10,Oct,8,Friday,1443,3,ربیع‌الاول,1,الجمعه,1400,7,مهر,16,جمعه,تعطیل,وز جهانی کودك - هجرت حضرت رسول اکرم (ص) از مکه به مدینه
569,2021,10,Oct,9,Saturday,1443,3,ربیع‌الاول,2,السبت,1400,7,مهر,17,شنبه,,روز جهانی پست
570,2021,10,Oct,10,Sunday,1443,3,ربیع‌الاول,3,الأحد,1400,7,مهر,18,یکشنبه,,
571,2021,10,Oct,11,Monday,1443,3,ربیع‌الاول,4,الأثنين,1400,7,مهر,19,دوشنبه,,
572,2021,10,Oct,12,Tuesday,1443,3,ربیع‌الاول,5,الثلاثاء,1400,7,مهر,20,سه شنبه,,روز بزرگداشت حافظ
573,2021,10,Oct,13,Wednesday,1443,3,ربیع‌الاول,6,الأربعاء,1400,7,مهر,21,چهار شنبه,,
574,2021,10,Oct,14,Thursday,1443,3,ربیع‌الاول,7,الخميس,1400,7,مهر,22,پنج شنبه,,روز جهانی استاندارد
575,2021,10,Oct,15,Friday,1443,3,ربیع‌الاول,8,الجمعه,1400,7,مهر,23,جمعه,تعطیل,شهادت امام حسن عسکری (ع) (۲۶۰ هـ ق) و آغاز امامت حضرت ولی عصر عجل الله تعالی فرجه - شهادت آیت الله اشرفی اصفهانی (۱۳۶۱ هـ ش) - روز جهانی نابینایان (عصای سفید)
576,2021,10,Oct,16,Saturday,1443,3,ربیع‌الاول,9,السبت,1400,7,مهر,24,شنبه,,روز ملی پارالمپیک - روز پیوند اولیا و مربیان - سالروز آتش کشیدن مسجد جامع شهر کرمان به دست رژیم پهلوی (۱۳۵۷ هـ ش) - روز جهانی غذا
577,2021,10,Oct,17,Sunday,1443,3,ربیع‌الاول,10,الأحد,1400,7,مهر,25,یکشنبه,,
578,2021,10,Oct,18,Monday,1443,3,ربیع‌الاول,11,الأثنين,1400,7,مهر,26,دوشنبه,,روز تربیت بدنی و ورزش
579,2021,10,Oct,19,Tuesday,1443,3,ربیع‌الاول,12,الثلاثاء,1400,7,مهر,27,سه شنبه,,ولادت حضرت رسول اکرم (ص) به روایت اهل سنت (۵۳ سال قبل از هجرت) - آغاز هفته وحدت
580,2021,10,Oct,20,Wednesday,1443,3,ربیع‌الاول,13,الأربعاء,1400,7,مهر,28,چهار شنبه,,
581,2021,10,Oct,21,Thursday,1443,3,ربیع‌الاول,14,الخميس,1400,7,مهر,29,پنج شنبه,,روز صادرات
582,2021,10,Oct,22,Friday,1443,3,ربیع‌الاول,15,الجمعه,1400,7,مهر,30,جمعه,تعطیل,
583,2021,10,Oct,23,Saturday,1443,3,ربیع‌الاول,16,السبت,1400,8,آبان,1,شنبه,,شهادت آیت الله حاج سید مصطفی خمینی (۱۳۵۶ هـ ش) - روز آمار و برنامه ریزی
584,2021,10,Oct,24,Sunday,1443,3,ربیع‌الاول,17,الأحد,1400,8,آبان,2,یکشنبه,تعطیل,ولادت حضرت رسول اکرم (ص) (۵۳ سال قبل از هجرت) - ولادت امام جعفر صادق (ع) مؤسس مذهب جعفری (۸۳ هـ ق) - روز اخلاق و مهرورزی
585,2021,10,Oct,25,Monday,1443,3,ربیع‌الاول,18,الأثنين,1400,8,آبان,3,دوشنبه,,
586,2021,10,Oct,26,Tuesday,1443,3,ربیع‌الاول,19,الثلاثاء,1400,8,آبان,4,سه شنبه,,اعتراض و افشاگری امام خمینی علیه پذیرش کاپیتولاسیون (۱۳۴۳ هـ ش)
587,2021,10,Oct,27,Wednesday,1443,3,ربیع‌الاول,20,الأربعاء,1400,8,آبان,5,چهار شنبه,,
588,2021,10,Oct,28,Thursday,1443,3,ربیع‌الاول,21,الخميس,1400,8,آبان,6,پنج شنبه,,
589,2021,10,Oct,29,Friday,1443,3,ربیع‌الاول,22,الجمعه,1400,8,آبان,7,جمعه,تعطیل,
590,2021,10,Oct,30,Saturday,1443,3,ربیع‌الاول,23,السبت,1400,8,آبان,8,شنبه,,شهادت محمد حسین فهمیده (بسیجی ۱۳ ساله) - روز نوجوان و بسیج دانش آموزی - روز پدافند غیرعامل
591,2021,10,Oct,31,Sunday,1443,3,ربیع‌الاول,24,الأحد,1400,8,آبان,9,یکشنبه,,
592,2021,11,Nov,1,Monday,1443,3,ربیع‌الاول,25,الأثنين,1400,8,آبان,10,دوشنبه,,شهادت آیت الله قاضی طباطبایی (۱۳۵۸ هـ ش)
593,2021,11,Nov,2,Tuesday,1443,3,ربیع‌الاول,26,الثلاثاء,1400,8,آبان,11,سه شنبه,,
594,2021,11,Nov,3,Wednesday,1443,3,ربیع‌الاول,27,الأربعاء,1400,8,آبان,12,چهار شنبه,,
595,2021,11,Nov,4,Thursday,1443,3,ربیع‌الاول,28,الخميس,1400,8,آبان,13,پنج شنبه,,تسخیر سفارت آمریکا به دست دانشجویان پیرو خط امام (۱۳۵۸ هـ ش) - روز ملی مبارزه با استکبار جهانی - روز دانش آموز - تبعید امام خمینی از ایران به ترکیه (۱۳۴۳ هـ ش)
596,2021,11,Nov,5,Friday,1443,3,ربیع‌الاول,29,الجمعه,1400,8,آبان,14,جمعه,تعطیل,روز فرهنگ عمومی
597,2021,11,Nov,6,Saturday,1443,3,ربیع‌الاول,30,السبت,1400,8,آبان,15,شنبه,,
598,2021,11,Nov,7,Sunday,1443,4, ربیع‌الثانی,1,الأحد,1400,8,آبان,16,یکشنبه,,
599,2021,11,Nov,8,Monday,1443,4, ربیع‌الثانی,2,الأثنين,1400,8,آبان,17,دوشنبه,,
600,2021,11,Nov,9,Tuesday,1443,4, ربیع‌الثانی,3,الثلاثاء,1400,8,آبان,18,سه شنبه,,روز کیفیت
601,2021,11,Nov,10,Wednesday,1443,4, ربیع‌الثانی,4,الأربعاء,1400,8,آبان,19,چهار شنبه,,روز جهانی علم در خدمت صلح و توسعه - ولادت حضرت عبدالعظیم حسنی (ع)
602,2021,11,Nov,11,Thursday,1443,4, ربیع‌الثانی,5,الخميس,1400,8,آبان,20,پنج شنبه,,ولادت امام حسن عسکری (ع) (۲۳۲ هـ ق)
603,2021,11,Nov,12,Friday,1443,4, ربیع‌الثانی,6,الجمعه,1400,8,آبان,21,جمعه,تعطیل,
604,2021,11,Nov,13,Saturday,1443,4, ربیع‌الثانی,7,السبت,1400,8,آبان,22,شنبه,,
605,2021,11,Nov,14,Sunday,1443,4, ربیع‌الثانی,8,الأحد,1400,8,آبان,23,یکشنبه,,
606,2021,11,Nov,15,Monday,1443,4, ربیع‌الثانی,9,الأثنين,1400,8,آبان,24,دوشنبه,,روزکتاب، کتابخوانی و کتابدار - روز بزرگداشت آیت الله علامه سید محمد حسین طباطبایی (۱۳۶۰ هـ ش)
607,2021,11,Nov,16,Tuesday,1443,4, ربیع‌الثانی,10,الثلاثاء,1400,8,آبان,25,سه شنبه,,وفات حضرت معصومه (س) (۲۰۱ هـ ق)
